stu;nb_polys;nb_smu;area;soil;soil90;text1;text2;slope1;slope2;aglim1;aglim2;mat1;mat2;zmin;zmax;use1;use2;dt;td1;td2;roo;il;wr;wm1;wm2;wm3;cfl
"330477;13;1;275.6210984;\"Be\";\"\";3;0;2;0;1;1;\"210\";\"\";1000;2000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330478;4;1;406.45967;\"Eo\";\"\";2;4;1;2;3;1;\"217\";\"212\";0;500;3;7;5;0;0;3;1;1;2;0;0;\"H\""
"330479;4;1;243.875802;\"Bcc\";\"\";2;4;1;0;1;1;\"212\";\"\";0;500;3;7;1;4;0;3;1;1;2;0;0;\"H\""
"330480;4;1;162.583868;\"Vc\";\"\";2;0;1;2;3;1;\"217\";\"212\";0;500;3;7;5;0;0;1;1;1;2;0;0;\"H\""
"330481;8;1;477.1213013;\"Eo\";\"\";2;0;1;3;3;1;\"230\";\"250\";0;50;5;1;5;0;0;1;1;1;2;0;0;\"L\""
"330482;8;1;204.4805577;\"Bcc\";\"\";2;0;1;0;3;1;\"215\";\"\";0;50;5;1;1;4;0;3;1;1;2;0;0;\"L\""
"330483;1;1;56.2699872;\"Eo\";\"\";3;0;1;2;1;1;\"212\";\"\";0;300;3;7;5;0;0;4;1;1;2;0;0;\"L\""
"330484;1;1;24.1157088;\"Lo\";\"\";3;0;1;0;1;1;\"500\";\"\";0;300;3;7;5;0;0;1;1;1;2;0;0;\"L\""
"330485;16;1;488.564428;\"Eo\";\"\";2;4;1;2;3;1;\"218\";\"217\";0;700;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330486;16;1;293.1386568;\"Lo\";\"\";2;1;1;0;1;1;\"451\";\"\";0;700;5;1;2;4;0;2;1;1;2;0;0;\"M\""
"330487;16;1;97.7128856;\"Vc\";\"\";2;0;1;2;3;1;\"218\";\"217\";0;700;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330488;16;1;97.7128856;\"Bec\";\"\";2;1;1;2;3;1;\"451\";\"\";0;700;5;1;5;0;0;2;1;1;2;0;0;\"M\""
"330489;5;1;1684.7026448;\"Eo\";\"\";4;2;1;3;3;1;\"220\";\"\";0;200;3;7;5;0;0;1;1;1;2;0;0;\"M\""
"330490;5;1;361.0077096;\"Lo\";\"\";2;1;1;0;1;1;\"431\";\"\";0;200;3;7;2;4;5;1;3;1;2;0;0;\"M\""
"330491;5;1;361.0077096;\"Lc\";\"\";2;0;1;2;1;1;\"215\";\"\";0;200;3;7;2;4;0;3;1;1;2;0;0;\"M\""
"330492;3;1;69.941036;\"Eo\";\"\";4;0;1;2;3;1;\"218\";\"\";0;700;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330493;3;1;41.9646216;\"Lo\";\"\";2;1;1;0;1;1;\"431\";\"\";0;700;5;1;3;4;0;1;3;1;2;0;0;\"M\""
"330494;3;1;27.9764144;\"Lvc\";\"\";2;0;1;2;1;1;\"218\";\"\";0;700;5;1;2;4;0;1;1;1;2;0;0;\"M\""
"330495;2;1;326.364848;\"Eo\";\"\";3;4;2;3;4;3;\"212\";\"\";200;600;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330496;2;1;195.8189088;\"Lk\";\"\";3;4;2;0;1;1;\"212\";\"\";200;600;5;1;1;4;5;1;1;1;2;0;0;\"M\""
"330497;2;1;130.5459392;\"Bkh\";\"\";3;4;2;3;4;3;\"212\";\"\";200;600;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330498;3;1;84.46569145;\"Eo\";\"\";3;4;2;3;4;3;\"215\";\"\";0;600;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330499;3;1;36.19958205;\"Ic\";\"\";3;4;3;4;3;1;\"215\";\"\";0;600;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330500;2;1;137.63232;\"Eo\";\"\";2;4;2;3;3;1;\"219\";\"\";0;200;3;7;5;0;0;3;1;1;2;0;0;\"H\""
"330501;2;1;82.579392;\"Bcc\";\"\";2;4;1;2;3;1;\"219\";\"\";0;200;3;7;5;0;0;3;1;1;2;0;0;\"H\""
"330502;2;1;55.052928;\"Bc\";\"\";2;4;1;2;3;1;\"219\";\"\";0;200;3;7;5;0;0;3;1;1;2;0;0;\"H\""
"330503;2;1;227.413272;\"Ec\";\"\";3;0;3;4;3;1;\"210\";\"\";600;900;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330504;2;1;227.413272;\"Bec\";\"\";3;0;2;3;3;1;\"210\";\"\";600;900;5;1;5;0;0;2;1;1;2;0;0;\"M\""
"330505;72;1;1008.02507403;\"U\";\"\";1;0;3;0;4;3;\"711\";\"742\";0;300;10;0;5;0;0;4;1;1;2;0;0;\"H\""
"330506;72;1;112.002786003;\"Id\";\"\";1;0;3;4;3;1;\"711\";\"742\";0;300;10;0;5;0;0;4;1;1;2;0;0;\"H\""
"330507;37;1;1575.46620814;\"U\";\"\";1;2;2;0;1;1;\"711\";\"742\";0;300;10;9;5;0;0;2;1;1;2;0;0;\"H\""
"330508;37;1;1575.46620814;\"Bd\";\"\";2;0;1;0;1;1;\"711\";\"742\";0;300;10;9;5;0;0;2;1;1;2;0;0;\"H\""
"330509;23;1;1577.71362055;\"U\";\"\";2;0;3;4;3;1;\"740\";\"730\";1000;3000;1;5;5;0;0;3;1;1;2;0;0;\"M\""
"330510;23;1;197.214202569;\"I\";\"\";2;0;3;4;3;1;\"730\";\"\";1000;3000;1;5;5;0;0;4;1;1;2;0;0;\"M\""
"330511;23;1;197.214202569;\"Bds\";\"\";2;4;2;3;3;1;\"740\";\"730\";1000;3000;1;5;5;0;0;2;3;3;2;0;0;\"M\""
"330512;9;1;736.049656625;\"U\";\"\";1;2;2;3;4;3;\"731\";\"741\";300;400;10;9;5;0;0;4;1;1;2;0;0;\"H\""
"330513;9;1;441.629793975;\"Bd\";\"\";2;0;1;2;3;1;\"731\";\"741\";300;400;10;9;5;0;0;3;1;1;2;0;0;\"H\""
"330514;9;1;294.41986265;\"Id\";\"\";1;0;3;0;3;1;\"731\";\"741\";300;400;10;9;5;0;0;4;1;1;2;0;0;\"H\""
"330518;7;1;1639.92879978;\"U\";\"\";2;0;3;0;2;3;\"711\";\"\";1000;1500;1;5;5;0;0;3;1;1;2;0;0;\"H\""
"330519;7;1;702.826628475;\"Ph\";\"\";2;0;2;3;2;3;\"711\";\"\";1000;1500;1;5;5;0;0;3;1;1;2;0;0;\"H\""
"330520;1;1;26.8370928;\"U\";\"\";2;0;3;0;1;1;\"700\";\"\";1000;1500;1;5;5;0;0;4;1;1;2;0;0;\"H\""
"330521;1;1;11.5016112;\"Tv\";\"\";2;0;2;3;1;1;\"800\";\"\";1000;1500;1;5;5;0;0;2;1;1;2;0;0;\"H\""
"330522;2;1;72.864324;\"U\";\"\";2;0;3;0;3;1;\"710\";\"730\";2000;3500;1;5;5;0;0;3;1;1;2;0;0;\"H\""
"330523;2;1;43.7185944;\"Bh\";\"\";2;0;3;0;3;1;\"710\";\"730\";2000;3500;1;5;5;0;0;3;1;1;2;0;0;\"H\""
"330524;2;1;29.1457296;\"Id\";\"\";2;0;3;4;3;1;\"710\";\"730\";2000;3500;1;5;5;0;0;4;1;1;2;0;0;\"H\""
"330525;7;1;3151.7890894;\"To\";\"\";2;0;3;4;1;1;\"800\";\"\";500;1500;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330526;7;1;675.3833763;\"Th\";\"\";2;0;3;4;1;1;\"800\";\"\";500;1500;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330527;7;1;675.3833763;\"Tm\";\"\";2;0;3;4;1;1;\"800\";\"\";500;1500;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330528;2;1;259.5411;\"To\";\"\";2;0;3;4;1;1;\"800\";\"\";500;1500;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330529;2;1;259.5411;\"Th\";\"\";2;0;3;4;1;1;\"800\";\"\";500;1500;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330530;2;1;14.406476;\"Vp\";\"\";4;5;1;0;1;1;\"232\";\"\";100;200;3;1;5;0;0;1;4;2;1;0;0;\"H\""
"330531;2;1;8.6438856;\"Bv\";\"\";4;0;1;0;1;1;\"232\";\"\";100;200;3;1;2;5;0;1;4;2;1;0;0;\"H\""
"330532;2;1;5.7625904;\"Bec\";\"\";4;0;2;0;1;1;\"232\";\"\";100;200;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330533;1;1;213.779088;\"Vp\";\"\";4;0;1;0;1;1;\"313\";\"232\";50;500;3;1;5;0;0;1;1;1;1;0;0;\"H\""
"330534;1;1;23.753232;\"Vpg\";\"\";4;0;1;0;1;1;\"313\";\"\";50;500;3;1;5;0;0;1;3;2;1;0;0;\"H\""
"330535;2;1;121.17655575;\"Vp\";\"\";2;0;1;0;1;1;\"311\";\"740\";200;300;3;1;1;4;0;1;4;2;1;0;0;\"H\""
"330536;2;1;72.70593345;\"Dg\";\"\";2;0;1;0;1;1;\"514\";\"740\";200;300;3;1;2;4;0;1;3;2;1;0;0;\"H\""
"330537;2;1;48.4706223;\"De\";\"\";2;0;1;0;1;1;\"740\";\"\";200;300;3;1;5;0;0;1;3;2;1;0;0;\"H\""
"330538;15;1;749.543035844;\"Zo\";\"\";3;4;1;0;1;1;\"100\";\"\";0;50;11;1;5;0;0;1;2;3;2;0;0;\"H\""
"330539;9;1;1157.6735975;\"Zg\";\"\";4;5;1;0;1;1;\"120\";\"110\";0;50;11;1;5;0;0;1;2;3;1;0;0;\"H\""
"330540;9;1;496.1458275;\"Gh\";\"\";4;5;1;0;1;1;\"120\";\"110\";0;50;11;1;5;0;0;1;2;3;1;0;0;\"H\""
"330541;2;1;47.1663918;\"Zg\";\"\";5;0;1;0;1;1;\"120\";\"\";0;50;3;1;5;0;0;1;2;3;1;0;0;\"H\""
"330542;2;1;5.2407102;\"G\";\"\";5;0;1;0;1;1;\"120\";\"\";0;50;3;1;5;0;0;1;2;3;1;0;0;\"H\""
"330543;1;1;150.751568;\"Hc\";\"\";4;0;1;0;1;1;\"232\";\"150\";200;300;3;1;5;0;0;1;1;1;1;0;0;\"H\""
"330544;1;1;90.4509408;\"Hh\";\"\";4;5;1;0;1;1;\"232\";\"150\";200;300;3;1;5;0;0;1;1;1;1;0;0;\"H\""
"330545;1;1;60.3006272;\"Hg\";\"\";5;0;1;0;1;1;\"232\";\"150\";200;300;3;1;5;0;0;1;2;2;1;0;0;\"H\""
"330546;33;1;1667.51046487;\"Be\";\"\";4;0;2;3;3;1;\"313\";\"232\";150;300;3;1;5;0;0;1;3;1;1;0;0;\"M\""
"330547;33;1;92.6394702703;\"Eo\";\"\";4;0;3;0;3;1;\"213\";\"232\";150;300;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"330548;33;1;92.6394702703;\"Qc\";\"\";1;0;3;0;1;1;\"412\";\"\";150;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330549;21;1;881.7836895;\"Be\";\"\";1;2;1;0;1;1;\"131\";\"\";200;500;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330550;21;1;377.9072955;\"Bd\";\"\";1;2;1;0;1;1;\"131\";\"\";200;500;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330551;6;1;1177.9270076;\"Be\";\"\";3;4;1;2;3;1;\"331\";\"\";150;300;3;1;1;4;0;1;1;1;2;0;0;\"H\""
"330552;6;1;504.8258604;\"Lo\";\"\";3;0;1;0;1;1;\"520\";\"\";150;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330553;12;1;493.380615894;\"Be\";\"\";3;4;1;2;1;1;\"312\";\"230\";0;150;3;1;1;4;5;1;1;1;2;0;0;\"M\""
"330554;12;1;113.857065206;\"Bev\";\"\";4;5;1;2;1;1;\"312\";\"230\";0;150;3;1;1;5;0;1;4;2;1;0;0;\"M\""
"330555;12;1;113.857065206;\"Beg\";\"\";3;4;1;2;1;1;\"312\";\"230\";0;150;3;1;1;4;5;1;4;2;1;0;0;\"M\""
"330556;26;1;1422.51206925;\"Be\";\"\";2;4;1;2;1;1;\"740\";\"\";0;150;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330557;26;1;853.50724155;\"Beg\";\"\";2;4;1;2;1;1;\"740\";\"\";0;150;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"330558;26;1;569.0048277;\"Bk\";\"\";2;4;1;2;1;1;\"744\";\"\";0;150;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330559;3;1;137.899736;\"Be\";\"\";4;0;1;0;3;1;\"313\";\"\";75;200;3;1;5;0;0;1;1;2;1;0;0;\"M\""
"330560;3;1;82.7398416;\"Qc\";\"\";1;0;2;3;1;1;\"412\";\"\";75;200;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330561;3;1;55.1598944;\"Eo\";\"\";2;4;3;0;3;1;\"213\";\"220\";75;200;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"330562;55;1;6807.15004225;\"Be\";\"\";3;2;2;0;1;1;\"740\";\"\";0;150;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330563;55;1;4084.29002535;\"Lo\";\"\";3;2;1;0;1;1;\"740\";\"\";0;150;3;1;5;0;0;1;1;1;1;0;0;\"M\""
"330564;55;1;2042.14501268;\"Dg\";\"\";3;2;1;0;1;1;\"740\";\"\";0;150;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"330565;1;1;98.0211568;\"Be\";\"\";1;2;1;0;1;1;\"131\";\"\";200;500;9;0;5;0;0;1;1;1;2;0;0;\"M\""
"330566;1;1;42.0090672;\"Bd\";\"\";1;2;1;0;1;1;\"131\";\"\";200;500;9;0;5;0;0;1;1;1;2;0;0;\"M\""
"330567;1;1;75.239144;\"Be\";\"\";3;0;2;0;1;1;\"212\";\"\";200;500;3;5;5;0;0;2;1;1;2;0;0;\"M\""
"330568;1;1;45.1434864;\"Bk\";\"\";3;0;2;3;3;1;\"212\";\"\";200;500;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"330569;1;1;30.0956576;\"Ic\";\"\";3;0;3;0;3;1;\"212\";\"\";200;500;3;5;5;0;0;4;1;1;2;0;0;\"M\""
"330570;9;1;1123.513245;\"Be\";\"\";2;0;1;0;1;1;\"630\";\"\";200;700;3;5;5;0;0;1;1;1;2;0;0;\"L\""
"330571;9;1;674.107947;\"Bk\";\"\";2;0;2;0;1;1;\"630\";\"\";200;700;3;5;5;0;0;2;1;1;2;0;0;\"L\""
"330572;9;1;449.405298;\"Lo\";\"\";2;0;1;0;1;1;\"112\";\"\";200;700;3;5;5;0;0;1;1;1;2;0;0;\"L\""
"330573;2;1;187.58162;\"Be\";\"\";3;4;1;2;1;1;\"212\";\"\";200;700;3;1;5;0;0;2;1;1;2;0;0;\"M\""
"330574;2;1;112.548972;\"Bk\";\"\";3;4;1;2;1;1;\"212\";\"\";200;700;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"330575;2;1;37.516324;\"Lo\";\"\";2;0;1;0;1;1;\"332\";\"\";200;700;3;1;2;4;0;1;1;1;2;0;0;\"M\""
"330576;2;1;37.516324;\"La\";\"\";1;2;1;0;1;1;\"332\";\"\";200;700;3;1;3;2;4;1;1;1;2;0;0;\"M\""
"330577;2;1;36.0367644;\"Be\";\"\";3;0;1;0;1;1;\"500\";\"\";200;500;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330578;2;1;15.4443276;\"Beg\";\"\";3;0;1;0;1;1;\"500\";\"\";200;500;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"330579;4;1;43.84703425;\"Be\";\"\";3;0;1;2;1;1;\"230\";\"213\";20;500;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330580;4;1;26.30822055;\"Lo\";\"\";3;2;1;0;1;1;\"510\";\"520\";20;500;3;1;4;4;0;1;1;1;2;0;0;\"M\""
"330581;4;1;17.5388137;\"Dd\";\"\";2;0;1;0;1;1;\"510\";\"520\";20;500;3;1;3;4;0;1;1;1;2;0;0;\"M\""
"330582;8;1;97.49314365;\"Be\";\"\";1;0;1;0;3;1;\"112\";\"\";100;200;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330583;8;1;27.8551839;\"Lo\";\"\";1;0;1;0;3;1;\"112\";\"\";100;200;3;1;2;2;0;1;1;1;2;0;0;\"M\""
"330584;8;1;13.92759195;\"Lg\";\"\";1;0;1;0;3;1;\"112\";\"\";100;200;3;1;2;2;0;1;2;2;1;0;0;\"M\""
"330585;49;1;614.5369209;\"Be\";\"\";3;2;1;0;1;1;\"111\";\"\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330586;49;1;175.5819774;\"Lg\";\"\";2;0;1;0;1;1;\"111\";\"\";100;300;3;1;2;4;0;1;3;2;1;0;0;\"H\""
"330587;49;1;87.7909887;\"Bk\";\"\";4;0;2;0;1;1;\"213\";\"232\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"330588;3;1;136.116678;\"Be\";\"\";2;4;1;2;3;1;\"822\";\"\";500;1000;5;1;2;4;5;1;1;1;2;0;0;\"H\""
"330589;3;1;81.6700068;\"Ie\";\"\";2;0;2;3;3;1;\"822\";\"\";500;1000;5;1;5;0;0;4;1;1;2;0;0;\"H\""
"330590;3;1;54.4466712;\"Qc\";\"\";1;0;2;3;1;1;\"822\";\"\";500;1000;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330591;5;1;109.938604725;\"Be\";\"\";2;4;2;0;3;1;\"822\";\"830\";500;1000;5;1;2;4;5;1;1;1;2;0;0;\"H\""
"330592;5;1;12.215400525;\"To\";\"\";2;0;2;0;2;1;\"822\";\"830\";500;1000;5;1;5;0;0;1;1;1;2;0;0;\"H\""
"330593;5;1;195.1446308;\"Be\";\"\";2;3;2;0;1;1;\"740\";\"\";100;500;9;0;5;0;0;2;1;1;2;0;0;\"L\""
"330594;5;1;55.7556088;\"Eo\";\"\";2;3;2;0;1;1;\"740\";\"\";100;500;9;0;5;0;0;4;1;1;2;0;0;\"L\""
"330595;5;1;27.8778044;\"Ie\";\"\";1;2;2;3;3;1;\"450\";\"\";100;500;9;0;5;0;0;4;1;1;2;0;0;\"L\""
"330596;8;1;128.72499525;\"Be\";\"\";2;3;2;3;3;1;\"740\";\"720\";200;500;9;0;5;0;0;3;1;1;2;0;0;\"M\""
"330597;8;1;128.72499525;\"Ie\";\"\";2;3;3;0;3;1;\"740\";\"720\";200;500;9;0;5;0;0;4;1;1;2;0;0;\"M\""
"330598;1;1;12.165322;\"Be\";\"\";2;0;2;0;1;1;\"900\";\"\";100;300;3;0;5;0;0;1;1;1;2;0;0;\"L\""
"330599;1;1;7.2991932;\"Bd\";\"\";2;0;2;0;1;1;\"900\";\"\";100;300;3;0;5;0;0;1;1;1;2;0;0;\"L\""
"330600;1;1;4.8661288;\"Lc\";\"\";2;0;1;2;1;1;\"900\";\"\";100;300;3;0;2;4;0;1;1;1;2;0;0;\"L\""
"330601;7;1;211.600194;\"Bev\";\"\";4;0;1;2;1;1;\"231\";\"312\";300;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330602;7;1;126.9601164;\"Be\";\"\";4;0;1;2;1;1;\"231\";\"312\";300;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330603;7;1;63.4800582;\"Qc\";\"\";1;0;2;3;1;1;\"411\";\"\";300;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330604;9;1;1700.950244;\"Bev\";\"\";4;0;1;2;1;1;\"231\";\"\";300;450;3;1;5;0;0;1;1;2;1;0;0;\"H\""
"330605;9;1;1020.5701464;\"Bec\";\"\";4;0;1;2;1;1;\"231\";\"\";300;450;3;1;2;2;0;1;1;1;2;0;0;\"H\""
"330606;9;1;680.3800976;\"Lg\";\"\";2;3;1;0;1;1;\"510\";\"\";300;450;3;1;2;4;0;1;3;2;1;0;0;\"M\""
"330607;94;1;9180.07046931;\"Bec\";\"\";3;4;1;2;4;3;\"212\";\"\";0;600;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"330608;94;1;3672.02818773;\"Lo\";\"\";3;0;1;2;1;1;\"520\";\"212\";0;600;3;5;2;4;0;1;1;1;2;0;0;\"M\""
"330609;94;1;2386.81832202;\"E\";\"\";2;3;2;3;4;3;\"212\";\"\";0;600;3;5;5;0;0;4;1;1;2;0;0;\"M\""
"330610;94;1;2203.21691264;\"Bk\";\"\";2;4;2;3;3;1;\"212\";\"\";0;600;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"330611;5;1;438.971048;\"Bec\";\"\";4;0;2;0;1;1;\"231\";\"\";200;400;1;3;5;0;0;1;1;1;2;0;0;\"L\""
"330612;5;1;263.3826288;\"Beg\";\"\";4;0;2;0;1;1;\"231\";\"\";200;400;1;3;5;0;0;1;4;2;1;0;0;\"L\""
"330613;5;1;175.5884192;\"Lg\";\"\";2;0;1;0;1;1;\"500\";\"\";200;400;1;3;2;4;0;1;3;2;1;0;0;\"L\""
"330614;28;1;1284.162792;\"Bec\";\"\";4;0;1;2;1;1;\"232\";\"\";300;400;1;3;5;0;0;1;1;1;2;0;0;\"M\""
"330615;28;1;770.4976752;\"Lo\";\"\";3;0;1;0;1;1;\"520\";\"\";300;400;1;3;4;4;0;1;2;1;1;0;0;\"M\""
"330616;28;1;256.8325584;\"E\";\"\";4;0;2;0;1;1;\"232\";\"\";300;400;1;3;5;0;0;1;1;1;2;0;0;\"M\""
"330617;28;1;256.8325584;\"Bk\";\"\";4;0;1;2;1;1;\"232\";\"\";300;400;1;3;5;0;0;1;1;1;2;0;0;\"M\""
"330618;22;1;1965.3922465;\"Bec\";\"\";3;4;1;2;3;1;\"212\";\"\";150;300;1;3;5;0;0;3;1;1;2;0;0;\"H\""
"330619;22;1;1572.3137972;\"Bk\";\"\";3;4;1;2;3;1;\"212\";\"\";150;300;1;3;5;0;0;3;1;1;2;0;0;\"H\""
"330620;22;1;393.0784493;\"E\";\"\";3;4;1;2;4;3;\"212\";\"\";150;300;1;3;5;0;0;4;1;1;2;0;0;\"H\""
"330621;4;1;942.333256;\"Bec\";\"\";3;4;1;2;3;1;\"212\";\"\";150;450;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"330622;4;1;942.333256;\"Be\";\"\";3;4;1;2;1;1;\"212\";\"\";150;450;3;5;2;4;5;1;1;1;2;0;0;\"M\""
"330623;1;1;1553.156736;\"Bec\";\"\";3;4;1;3;1;1;\"212\";\"231\";600;900;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330624;1;1;1553.156736;\"Bk\";\"\";3;4;2;3;1;1;\"212\";\"231\";600;900;5;1;5;0;0;2;1;1;2;0;0;\"M\""
"330625;1;1;93.639936;\"Bec\";\"\";2;3;1;0;1;1;\"232\";\"\";300;1000;1;3;2;4;0;1;1;1;2;0;0;\"L\""
"330626;1;1;56.1839616;\"Po\";\"\";1;0;1;0;1;1;\"420\";\"\";300;1000;1;3;4;2;0;2;1;1;2;0;0;\"L\""
"330627;1;1;37.4559744;\"Lg\";\"\";2;0;1;0;1;1;\"520\";\"\";300;1000;1;3;5;0;0;1;3;2;1;0;0;\"L\""
"330628;10;1;1837.8036728;\"Bd\";\"\";2;0;2;0;2;1;\"711\";\"740\";0;450;5;1;5;0;0;1;2;1;1;0;0;\"M\""
"330629;10;1;229.7254591;\"Pl\";\"\";1;2;1;0;2;1;\"711\";\"\";0;450;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330630;8;1;4195.6119758;\"Bd\";\"\";2;0;1;2;1;1;\"740\";\"\";0;150;3;1;5;0;0;1;2;1;1;0;0;\"M\""
"330631;8;1;1798.1194182;\"Lg\";\"\";2;0;1;0;1;1;\"520\";\"740\";0;150;3;1;5;0;0;1;2;2;1;0;0;\"M\""
"330632;6;1;660.1138796;\"Bd\";\"\";2;1;1;2;1;1;\"711\";\"731\";0;150;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330633;6;1;282.9059484;\"Lg\";\"\";2;0;1;0;1;1;\"520\";\"\";0;150;3;1;5;0;0;1;2;2;1;0;0;\"M\""
"330634;49;1;5728.6835907;\"Bd\";\"\";3;2;1;0;3;1;\"740\";\"\";0;450;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"330635;49;1;1227.57505515;\"Dg\";\"\";2;0;1;0;1;1;\"740\";\"\";0;450;3;1;5;0;0;1;2;2;1;0;0;\"M\""
"330636;49;1;818.3833701;\"Lo\";\"\";2;0;1;0;1;1;\"520\";\"740\";0;450;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330637;54;1;4624.4633925;\"Bd\";\"\";2;0;1;2;1;1;\"711\";\"\";0;450;5;1;5;0;0;2;1;1;2;0;0;\"M\""
"330638;54;1;2774.6780355;\"Lo\";\"\";2;0;1;0;1;1;\"500\";\"\";0;450;5;1;5;0;0;1;1;1;2;0;0;\"M\""
"330639;54;1;1387.33901775;\"Bdg\";\"\";2;0;1;0;1;1;\"711\";\"\";0;450;5;1;5;0;0;2;3;2;1;0;0;\"M\""
"330640;30;1;3096.3974881;\"Bd\";\"\";1;2;3;4;4;3;\"730\";\"740\";0;600;5;1;5;0;0;4;1;1;1;0;0;\"M\""
"330641;30;1;884.6849966;\"Pl\";\"\";1;0;3;4;1;3;\"711\";\"730\";0;600;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330642;30;1;221.17124915;\"I\";\"\";1;2;3;4;3;1;\"730\";\"740\";0;600;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330643;30;1;221.17124915;\"U\";\"\";1;2;3;4;4;3;\"730\";\"740\";0;600;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330644;14;1;983.497562125;\"Bd\";\"\";1;2;3;4;3;1;\"711\";\"\";800;1500;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330645;14;1;590.098537275;\"Pl\";\"\";1;0;2;0;3;1;\"711\";\"\";800;1500;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330646;14;1;393.39902485;\"Id\";\"\";1;2;3;4;3;1;\"711\";\"\";800;1500;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330647;8;1;1410.1768604;\"Bd\";\"\";2;0;2;3;2;3;\"711\";\"700\";300;450;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"330648;8;1;402.9076744;\"Beg\";\"\";2;0;2;0;1;1;\"731\";\"700\";300;450;5;1;2;4;0;2;3;2;1;0;0;\"M\""
"330649;8;1;100.7269186;\"I\";\"\";2;0;3;0;2;3;\"711\";\"700\";300;450;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"330650;8;1;100.7269186;\"G\";\"\";2;0;1;0;1;1;\"711\";\"700\";300;450;5;1;2;4;0;2;3;3;1;0;0;\"M\""
"330651;7;1;254.03757975;\"Bd\";\"\";1;0;1;0;1;1;\"412\";\"411\";200;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"330652;7;1;152.42254785;\"Be\";\"\";2;0;2;0;3;1;\"313\";\"422\";200;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332291;7;1;101.6150319;\"We\";\"\";1;0;1;0;3;1;\"422\";\"\";200;300;3;1;2;2;4;1;3;2;1;0;0;\"M\""
"332292;4;1;4470.906234;\"Bd\";\"\";1;2;2;0;3;1;\"700\";\"730\";500;1000;5;1;5;0;0;3;1;1;2;0;0;\"M\""
"332293;4;1;2682.5437404;\"Id\";\"\";1;2;3;4;3;1;\"700\";\"730\";500;1000;5;1;5;0;0;4;1;1;2;0;0;\"M\""
"332294;4;1;1788.3624936;\"Bg\";\"\";2;0;2;0;1;1;\"740\";\"730\";500;1000;5;1;5;0;0;1;2;2;1;0;0;\"M\""
